word,phonetic,translation,exchange,derivatives,collins,frq,tag
accomplished,ә'kʌmpliʃt,"a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的",0:accomplish/1:dp/d:accomplished/p:accomplished,,2,8941,toefl gre
accomplishment,ә'kʌmpliʃmәnt,"n. 成就, 完成",s:accomplishments,accomplishments,1,4308,cet6 toefl
accord,ә'kɒ:d,"n. 一致, 调和, 协定 / vt. 给与, 使一致 / vi. 相符合",i:according/d:accorded/3:accords/s:accords/p:accorded,"accordable,accordance,accordant,accorded,according,accords",5,6075,cet4 cet6 ky toefl ielts gre
accordance,ә'kɒ:dәns,"n. 一致, 和谐",,,1,8086,cet4 cet6 ky
according,ә'kɒ:diŋ,"a. 相符的, 根据...而定的 / adv. 相应地",0:accord/1:i,accordingly,,478,
according to,,"根据, 按照；取决于；据…所说",,,5,0,
accordingly,ә'kɒ:diŋli,"adv. 相应地, 因此, 于是",,,2,5589,cet4 cet6 ky
accordion,ә'kɒ:djәn,n. 手风琴 / a. 可折叠的,s:accordions,"accordioned,accordionist,accordions",1,14592,toefl
accost,ә'kɒst,"vt. 招呼, 搭讪, 勾引 / [法] 勾引, 引诱",d:accosted/p:accosted/i:accosting/3:accosts,"accostable,accosted,accosting,accosts",,19030,toefl gre
account,ә'kaunt,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目 / vi. 报帐, 解释, 导致, 报偿, 占, 杀死 / vt. 认为 / [计] 帐户, 帐号",s:accounts/d:accounted/i:accounting/3:accounts/p:accounted,"accountable,accountant,accounted,accounter,accounting,accounts",5,1071,gk cet4 ky toefl ielts
account for,,对…负有责任；对…做出解释；说明……的原因；导致；（比例）占,,,,0,toefl ielts
accountability,ә.kauntә'biliti,"n. 负有责任, 可说明性 / [化] 衡算计量",s:accountabilities,accountabilities,,4799,gre
accountable,ә'kauntәbl,"a. 负有责任的, 可说明的, 可解释的 / [经] 负有责任的",,accountableness,2,5713,
accountancy,ә'kauntәnsi,"n. 会计工作, 会计学 / [经] 会计工作, 会计学术, 会计职业",,,1,35429,
accountant,ә'kauntәnt,"n. 会计人员, 会计师 / [经] 会计师, 会计人员",s:accountants,"accountants,accountantship",2,5949,gk ky toefl ielts
accountants,,会计人员,0:accountant/1:s,,,0,ielts
accounting,ә'kauntiŋ,"n. 会计学, 帐单, 清帐 / [计] 帐户处理, 记帐",0:account/1:i/i:accounting,accountings,2,3921,toefl ielts
accouterments,ә'ku:tәmәnts,"n. 军人的配备, 服装",,,,30656,
accoutrement,ә'ku:tәmәnt,"n. 装备, 配备",s:accoutrements,accoutrements,,21429,
accredit,ә'kredit,"vt. 信托, 确认, 归结于, 委派 / [经] 发行信用证, 信托, 委托",d:accredited/i:accrediting/s:accredits/3:accredits/p:accredited,"accreditable,accreditation,accredited,accrediting,accreditor,accredits",1,16480,toefl
accreditation,ә.kredi'teiʃәn,"n. 委派, 信托, 鉴定合格 / [法] 立案, 备案, 任命",s:accreditations,accreditations,,10209,
accredited,ә'kreditid,v. 认可（accredit的过去分词形式）,0:accredit/1:dp/d:accredited/p:accredited,,,17448,
accrediting,,n. 本金增值 / vt. 认可；相信；归功于（accredit的现在分词）,0:accredit/1:i,,,25662,
accrete,æ'kri:t,"vi. 连生, 合生, 附依 / vt. 使依附, 使连接 / a. 合生的",d:accreted/p:accreted/3:accretes/i:accreting,"accreted,accretes,accreting,accretive,accretor",,27629,gre
accretion,æ'kri:ʃәn,"n. 自然增大, 添加, 添加物, 连生 / [化] 停滞堆积",s:accretions,accretions,,17492,gre
accrual,ә'kru:әl,"n. 自然增长, 自然增长额 / [经] 应计额, 发生额",s:accruals,accruals,,32798,
accrue,ә'kru:,"vi. 自然增加, 产生 / [经] 应计, 产生, 出现",i:accruing/d:accrued/3:accrues/p:accrued,"accruable,accrual,accrued,accruement,accrues,accruing",1,12166,gre
accrued,ә'krud,a. 应计的；增值的；权责已发生的,0:accrue/1:dp/d:accrued/p:accrued,,,30830,
acculturate,ә'kʌltʃәreit,vi. 适应新的文化习俗 / vt. 使适应新的文化习俗,p:acculturated/d:acculturated/i:acculturating/3:acculturates,"acculturated,acculturates,acculturating,acculturative",,25945,
acculturation,ә.kʌltʃә'reiʃәn,"n. 文化互渗, 文化适应",,acculturational,,11780,
accumulate,ә'kju:mjuleit,"v. 积聚, 堆积",d:accumulated/i:accumulating/3:accumulates/p:accumulated,"accumulated,accumulates,accumulating,accumulative,accumulator",2,5083,gk cet4 cet6 ky toefl ielts gre
accumulated,,a. 累计的；累积的；达到,0:accumulate/1:dp/d:accumulated/p:accumulated,,,12345,
accumulating,,[计] 累加,0:accumulate/1:i/i:accumulating,,,32355,
accumulation,ә.kju:mju'leiʃәn,"n. 积聚, 累积, 积聚物 / [医] 蓄积, 累积",s:accumulations,"accumulational,accumulations",1,8460,toefl
accuracy,'ækjurәsi,"n. 精确, 正确 / [计] 准确度",s:accuracies,accuracies,,4076,gk cet4 cet6 ky toefl ielts gre
accurate,'ækjurәt,"a. 正确的, 精确的 / [经] 准确的, 精确的",,"accurately,accurateness",3,2728,cet4 cet6 ky toefl ielts gre
accurately,'ækjurәtli,"adv. 正确地, 精确地",,,,4898,
accursed,ә'kә:sid,"a. 被咒的, 注定完蛋的, 讨厌的",,"accursedly,accursedness",,28057,
accusation,ækju:'zeiʃәn,"n. 控告, 指控, 指责 / [法] 控告, 起诉, 告发",s:accusations,accusations,2,4870,toefl
accusatory,ә'kju:zәtәri,"a. 控诉的, 指责的 / [法] 控诉的, 起诉的, 告发的",,"accusatorial,accusatorily",,24222,
accuse,ә'kju:z,"vt. 指责, 控告, 归咎于 / vi. 指责, 控告",d:accused/p:accused/i:accusing/3:accuses,"accusable,accusal,accusant,accusation,accused,accuser,accuses,accusing",4,2024,gk cet4 cet6 ky toefl ielts gre
accused,ә'kju:zd,n. 被告,0:accuse/1:dp/d:accused/p:accused,,1,9385,
accuser,ә'kju:zә,"n. 控诉者, 指责者 / [法] 原告, 指控人, 控告者",s:accusers,accusers,,12584,ielts
accusing,ә'kju:ziŋ,"a. 指责的, 非难的",0:accuse/1:i/i:accusing,accusingly,,27255,
accusingly,ә'kju:ziŋli,adv. 责难地,,,,26411,
accustom,ә'kʌstәm,vt. 使习惯于,d:accustomed/p:accustomed/3:accustoms/i:accustoming,"accustomation,accustomed,accustoming,accustoms",1,7584,cet4 cet6 ky toefl
accustomed,ә'kʌstәmd,"a. 惯常的, 习惯了的",d:accustomed/0:accustomed/1:dp/p:accustomed,accustomedness,1,8524,gk cet4 cet6 ky toefl
ace,eis,"n. 幺点, 好手, 少许, 发球得分 / a. 一流的, 杰出的 / [计] 应答允许, 自适应计算机试验, 自动呼叫设备, 自动执行控制",s:aces/i:acing/p:aced/3:aces/d:aced,"aced,acer,aces,acing,acly,acor,action",2,13343,
acerbic,ә'sә:bik,"a. 酸的, 尖刻的",,,,23834,gre
acerbity,ә'sә:biti,"n. 涩, 酸, 尖刻 / [化] 涩度",s:acerbities,acerbities,,0,gre
acetaminophen,",æsi'tæminәfәn","n. 乙酰, 退热净, 氨基酚 / [化] 对乙酰氨基酚; 扑热息痛",,,,24522,
acetate,'æsiteit,n. 醋酸盐 / [化] 醋酸盐(或酯、根),s:acetates,"acetated,acetates",,24503,
acetic,ә'si:tik,"a. 醋的, 乙酸的 / [医] 醋酸的, 醋的",,,,32264,
acetylcholine,ә.si:til'kәuli:n,n. 乙酰胆碱 / [化] 乙酰胆碱,,,,28747,
ACH,,[计] 自动化票证交换所 / [医] 肾上腺皮质激素,s:aches/3:aches,"ached,acher,aches,aching,achor",,28410,
ache,eik,"n. 疼痛 / vi. 痛, 哀怜, 渴望",p:ached/i:aching/d:ached/3:aches,"ached,acher,aches,aching,achor",2,7717,zk gk cet4 ky
achievable,ә'tʃi:vәbl,"a. 做得成的, 可完成的, 可有成就的",,,,16679,
achieve,ә'tʃi:v,"vt. 完成, 达到 / vi. 如愿以偿",d:achieved/i:achieving/p:achieved/3:achieves,"achievable,achieved,achievement,achiever,achieves,achieving",4,1152,zk gk cet4 cet6 ky toefl ielts
achievement,ә'tʃi:vmәnt,"n. 完成, 成就, 功业",s:achievements,achievements,2,2021,gk cet4 cet6 toefl ielts
achiever,ә'tʃi:vә,n. 获得成功的人,s:achievers,achievers,1,17640,
aching,'eikiŋ,"a. 疼痛的, 使人痛苦的",0:ache/1:i/i:aching,achingly,,13607,
achingly,'ekɪŋli,adv. 极其；痛惜地；非常痛地,,,,25345,
achromatic,ækrәu'mætik,"a. 无色的, 不分光的, 消色差的, 非染色质的 / [化] 消色差的",,achromaticity,,42781,gre
achy,'eiki,a. 疼痛的,,achiness,,32574,
acid,'æsid,"n. 酸, 酸类物质, 尖刻, 迷幻药 / a. 酸的, 酸性的, 尖刻的, 敏锐的 / [计] 自动文档互参与索引生成程序",s:acids,"acidation,acidic,aciding,acidism,acidity,acidize,acidless,acidly",3,3238,gk cet4 cet6 ky toefl ielts
acid rain,,酸雨,,,1,0,
acidic,ә'sidik,"a. 成酸的, 尖刻的, 酸性的 / [机] 酸性",,,,14328,toefl
acidification,ә.sidifi'keiʃәn,"n. 使发酸, 酸化, 成酸性 / [化] 酸化; 加酸",,,,29386,
acidity,ә'siditi,n. 酸性 / [化] 酸度; 酸性; 酸性反应,s:acidities,acidities,,17453,toefl
acidly,'æsidli,"adv. 尖刻地, 敏锐地",,,,32639,
acidosis,.æsi'dәusis,n. 酸中毒 / [化] 酸中毒,,,,33303,
acknowledge,әk'nɒlidʒ,"vt. 承认, 告知收悉, 答谢, 报偿 / [经] 承认, 答谢, 收到的通知",p:acknowledged/d:acknowledged/3:acknowledges/i:acknowledging,"acknowledgeable,acknowledged,acknowledgement,acknowledger,acknowledges,acknowledging,acknowledgment",3,1654,gk cet4 cet6 ky toefl ielts gre
acknowledged,әk'nɒlidʒid,a. 公认的,0:acknowledge/1:pd/d:acknowledged/p:acknowledged,acknowledgedly,,14098,
acknowledgement,әk'nɒlidʒmәnt,"n. 承认, 确认, 感谢, 收到的通知 / [计] 确认; 肯定",s:acknowledgements,acknowledgements,1,13380,
acknowledgment,әk'nɔlidʒmәnt,"n. 承认, 答谢, 认可, 谢礼, 收到的通知, 收到的回音, 谢意 / [计] 肯定, 确认认可",s:acknowledgments,acknowledgments,,9911,
acme,'ækmi,"n. 顶点, 极度, 最高点 / [医] 极期",s:acmes,"acmeism,acmeist,acmes",,28061,toefl gre
acne,'ækni,"n. 痤疮, 粉刺 / [医] 痤疮, 粉刺",,"acned,acnes",1,13862,
acolyte,'ækәulait,"n. 侍僧, 助手",s:acolytes,acolytes,,20449,gre
acorn,'eikɒ:n,"n. 橡树果实 / [机] 浆栎, 浆栎果",s:acorns,"acorned,acorns",,15397,gre
acoustic,ә'ku:stik,"a. 听觉的, 声学的, 音响的 / [医] 听的; 声学的",s:acoustics,"acoustical,acoustics",2,10194,gre
acoustical,ә'ku:stikәl,"a. 听觉的, 声学的",,acoustically,,24425,toefl
acoustically,ə'kuːstɪkəlɪ,adv. 听觉上；声学上,,,,30869,
acquaint,ә'kweint,"vt. 使认识, 介绍",d:acquainted/i:acquainting/p:acquainted/3:acquaints,"acquaintance,acquaintant,acquainted,acquainting,acquaints",1,9630,cet6 ky toefl ielts gre
acquaintance,ә'kweintәns,"n. 认识, 相识者",s:acquaintances,"acquaintanced,acquaintances,acquaintanceship",2,6274,gk cet4 cet6 ky toefl gre
acquainted,ә'kweintid,a. 知晓的；有知识的；熟识的,0:acquaint/1:dp,acquaintedness,,0,toefl gre
acquiesce,.ækwi'es,"vi. 默许, 默然同意",d:acquiesced/p:acquiesced/i:acquiescing/3:acquiesces,"acquiesced,acquiescence,acquiescent,acquiesces,acquiescing",,15179,gre
acquiescence,.ækwi'esәns,"n. 默许, 默认 / [法] 默许, 默认",,,,17580,
acquire,ә'kwaiә,"vt. 获得, 学到 / [电] 目标锁定",d:acquired/p:acquired/i:acquiring/3:acquires,"acquirable,acquired,acquirement,acquirer,acquires,acquiring,acquiror",3,2063,gk cet4 cet6 ky toefl ielts
acquired,ә'kwaiәd,"a. 获得的, 后天的 / [医] 获得的, 后天的",0:acquire/1:dp/p:acquired/d:acquired,,,15054,gre
acquirer,,"[法] 转得人, 取得人, 受让人",s:acquirers,acquirers,,32838,
acquisition,.ækwi'ziʃәn,"n. 获得, 获得物 / [经] 收购, 招揽, 取得",s:acquisitions,"acquisitional,acquisitions",3,3856,gk cet4 cet6 ky toefl ielts
acquisitive,ә'kwizitiv,"a. 渴望获得的, 贪婪的 / [法] 取得的, 获得的, 贪得无厌的",,"acquisitively,acquisitiveness",,28517,cet6 toefl gre
acquit,ә'kwit,"vt. 无罪释放, 表现, 使履行 / [法] 开释, 释放, 免",d:acquitted/p:acquitted/i:acquitting/s:acquits/3:acquits,"acquitment,acquits",2,9999,toefl gre
acquittal,ә'kwitәl,"n. 履行, 无罪开释 / [经] (债务的)清偿",s:acquittals,acquittals,,15274,gre
acre,'eikә,n. 英亩,s:acres,"acral,acred,acres",3,0,gk cet4 ky toefl
acreage,'eikәridʒ,"n. 英亩数, 土地面积 / [经] 英亩数, 土地面积, 矿区租赁面积",s:acreages,acreages,,12753,
acrid,'ækrid,"a. 苦味的, 辛辣的, 讥讽的, 刻薄的 / [医] 辛辣的",,"acridity,acridly,acridness",,18600,toefl gre
acrimonious,ækri'mәunjәs,"a. 尖刻的, 讥讽的, 激烈的",,"acrimoniously,acrimoniousness",1,20973,toefl gre
acrimony,'ækrimәni,"n. 严厉, 尖刻 / [医] 辛辣",,"acrimonies,acrimonious",,22245,toefl gre
acrobat,'ækrәbæt,"n. 表演特技者, 杂技演员",s:acrobats/3:acrobats,"acrobatic,acrobatism,acrobats",,19213,ky gre
acrobatic,.ækrәu'bætik,"a. 杂技演员的, 杂技的",s:acrobatics,acrobatics,,22066,
acrobatics,.ækrәu'bætiks,"n. 杂技, 杂技表演",0:acrobatic/1:s,,,24833,
acronym,'ækrәunim,"n. 首字母缩拼词, 首字母组合词 / [计] 字首组合词",s:acronyms/p:acronymed,"acronymed,acronymic,acronymous,acronyms",1,13493,toefl gre
acrophobia,.ækrәu'fәubiә,n. 恐高症 / [医] 高处恐怖,,,,0,gre
acropolis,ә'krɒpәlis,n. 古希腊的卫城,,acropolises,,26671,
across,ә'krɒs,"prep. 越过, 穿过, 与...相交叉, 在...的对面 / adv. 交叉, 到另一边, 在对面, 成十字",,,5,377,zk gk
acrylic,ә'krilik,a. 丙烯酸的 / [医] 丙烯酸的,s:acrylics,acrylics,1,12775,
act,ækt,"n. 行动, 行为, 幕, 法案 / vi. 行动, 表演, 假装, 见效, 表现, 担当 / vt. 扮演, 装作 / [计] 先进通信技术, 先进计算机工艺, 自动代码翻译技术",i:acting/s:acts/p:acted/d:acted/3:acts,"actable,actant,acted,acter,actic,acting,active,actor",5,837,zk gk cet4 ky
actin,'æktin,n. 肌动蛋白 / [化] 肌动蛋白,,"actinal,actinic,actinism,actinity,actins",,28785,
acting,'æktiŋ,"n. 演戏, 装腔作势 / a. 代理的, 演出用的, 起作用的",0:act/1:i/i:acting/s:actings,actings,2,8387,toefl
action,'ækʃәn,"n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼 / vt. 对...起诉 / [计] 方式",s:actions/i:actioning/p:actioned/3:actions,"actionable,actional,actioner,actionist,actionless,actions",5,502,zk gk cet4 cet6 ky toefl ielts
actionable,'ækʃәnәbl,a. 可提起诉讼的 / [经] 能起诉的,,,,25356,
actions,,n. 动作；行动（action的复数）,0:action/1:s,,,0,ielts
activate,'æktiveit,"vt. 使活动, 使激活, 正式建成 / vi. 有活力",d:activated/i:activating/3:activates/p:activated,"activated,activates,activating,activator",1,6113,ky toefl ielts
activated,'æktiveitid,a. 活性化的；活泼的,0:activate/1:dp/d:activated/p:activated,,,21236,
activation,ækti'veiʃәn,"n. 活化, 激活 / [化] 活化; 活化作用; 激活; 激活作用",,activations,,12945,
activator,'æktiveitә,"n. 活化剂, 催化剂, 触媒剂 / [化] 助催化剂; 活化剂; 激活剂; 激活剂发光材料",s:activators,activators,,32092,
active,'æktiv,"a. 活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的 / n. 主动语态, 积极分子",s:actives,"activable,activation,actively,activeness,activent,actives,activism,activist",4,1444,zk gk cet4 ky toefl
actively,'æktivli,"adv. 活跃地, 积极地",,,,4307,toefl
activism,'æktivizm,"n. 激进主义, 行动主义, 能动论 / [法] 激进主义, 行动主义",,,3,7096,
activist,'æktivist,n. 激进主义分子,s:activists,"activistic,activists",,2595,
activities,,n. （activity复数形式）活动；活动区；活动性,0:activity/1:s,,,0,ielts
activity,æk'tiviti,"n. 活动, 行动, 活跃, 活力 / [计] 活动",s:activities,activities,4,537,zk gk cet4 ky ielts
actor,'æktә,"n. 男演员, 行动者 / [医] 作用物, 反应物",s:actors,actors,3,1497,gk cet4 ky ielts
actress,'æktris,n. 女演员,s:actresses,actresses,3,3236,gk cet4 ky
actual,'æktʃuәl,"a. 真实的, 实际的, 现行的 / [医] 实际死亡率",s:actuals,"actualise,actualist,actuality,actualize,actually,actualness,actuals",3,1739,gk cet4 ky toefl
actuality,.æktʃu'æliti,"n. 事实, 现实, 现状",s:actualities,actualities,1,15096,
actualization,.æktʃuәlai'zeiʃәn,n. 现实化,,,,30250,
actualize,'æktʃuәlaiz,"vt. 实行, 使现实化",d:actualized/i:actualizing/p:actualized/3:actualizes,"actualization,actualized,actualizes,actualizing",,22543,
actually,'æktʃuәli,"adv. 事实上, 竟然, 如今, 现在",,,5,396,cet4 cet6 toefl
actuarial,.æktju'єәriәl,"a. 保险计算员的, 保险计算的 / [经] 保险公司计算员的, 保险统计",,actuarially,,25450,gre
actuary,'æktjuәri,n. 保险计算员 / [医] 保险统计员,s:actuaries,"actuarial,actuaries",,23225,
actuate,'æktʃueit,"vt. 开动, 驱使, 激励",d:actuated/3:actuates/i:actuating/p:actuated,"actuated,actuates,actuating,actuator",,29241,toefl gre
actuator,'æktʃueitә,"n. 开动者, 激励者, 致动器 / [计] 传动装置, 驱动器, 激励器",s:actuators,actuators,,17084,
acuity,ә'kju:әti,"n. 尖锐, (疾病的)剧烈, 敏锐 / [化] 锐度; 分辨能力",s:acuities,acuities,,15780,gre
acumen,ә'kju:men,"n. 敏锐, 聪明",,,,17842,toefl gre
acupuncture,'ækju.pʌŋktʃә,"n. 针刺, 针刺疗法 / vt. 施以针灸",,acupuncturist,1,15282,toefl
acupuncturist,.ækju'pʌŋktʃәrist,n. 针灸医生,s:acupuncturists,acupuncturists,,26283,
acute,ә'kju:t,"a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的 / [医] 急性的; 尖锐的",s:acutes/t:acutest,"acutance,acutely,acuteness,acuter,acutes,acutest",2,5255,gk cet4 cet6 ky toefl ielts gre
acutely,ә'kju:tli,"adv. 尖锐地, 剧烈地",,,1,11397,
ad,æd,"n. 广告 / [计] 地址, 模拟-数字",s:ads,"aded,ader,adless,adly,ador,ads",1,1748,cet4
ad hoc,'æd'hɔk,"特别地 / [经] 特定, 专设, 临时",,,1,0,
adage,'ædidʒ,"n. 格言, 谚语",s:adages,adages,,15783,toefl gre
adagio,ә'dɑ:dʒiәu,adv. 缓慢地 / a. 缓慢的 / n. 柔板,s:adagios,adagios,,32751,
adamant,'ædәmәnt,"n. 坚硬的东西 / a. 非常坚硬的, 坚强的, 固执的",,adamantly,1,11251,toefl gre
adamantly,,adv. 坚硬无比地；坚强地；固执地；不动摇地,,,,15690,
adapt,ә'dæpt,"vt. 使适应, 改编 / vi. 适应",d:adapted/i:adapting/p:adapted/3:adapts,"adaptable,adaptation,adapted,adapter,adapting,adaptive,adaptor,adapts",2,2933,gk cet4 cet6 ky toefl ielts gre
adaptability,ә.dæptә'biliti,n. 适应性 / [计] 自适应性; 适应性,,,,17278,
adaptable,ә'dæptәbl,"a. 能适应的, 适合的, 可修改的",,adaptableness,1,14811,toefl gre
adaptation,.ædæp'teiʃәn,"n. 适应, 改编, 改编本 / [医] 适应[作用]",s:adaptations,"adaptational,adaptationism,adaptationist,adaptations",1,5196,gk toefl
adapted,,a. 适合的,0:adapt/1:dp/d:adapted/p:adapted,adaptedness,,22974,
adapter,ә'dæptә,"n. 适应者, 改编者, 接合器 / [计] 衔接器; 适配器, 适配卡",s:adapters,adapters,,13621,
adaptive,ә'dæptiv,"a. 适应的, 能适应的",,"adaptively,adaptiveness,adaptivity",,8259,toefl
add,æd,"vt. 增加, 添加, 附带说明, 计算...总和 / vi. 做加法, 积累而成, 增添 / [计] 加法",p:added/d:added/i:adding/3:adds,"addable,added,adder,addible,adding,adds",5,340,zk gk cet4 ky
added,'ædid,a. 额外的；更多的,0:add/1:pd/d:added/p:added,,1,4550,
addendum,ә'dendәm,"n. 补遗, 附加物 / [化] 附加物; 齿顶",s:addendums,addendums,,25689,gre
adder,'ædә,"n. 蝰蛇, 猪鼻蛇, 加法器 / [计] 加法器",s:adders,adders,,28037,
addict,ә'dikt,"vt. 使沉溺, 使上瘾 / n. 入迷的人, 上瘾者",d:addicted/s:addicts/i:addicting/p:addicted/3:addicts,"addicted,addicting,addictive,addicts",2,6091,cet6 ky toefl ielts gre
addicted,ә'diktid,"a. 沉溺于...的, 无法摆脱(某种嗜好)的 / [法] 嗜, 好, 惯于",1:dp/0:addict/d:addicted,addictedness,,23549,gk toefl
addiction,ә'dikʃәn,"n. 入迷, 瘾 / [医] 瘾, 癖嗜",s:addictions,addictions,2,5177,
addictive,ә'diktiv,a. 上瘾的,,"addictively,addictiveness,addictives",1,10283,toefl
adding,'ædiŋ,[计] 加法的,0:add/1:i/i:adding,,,25338,
addition,ә'diʃәn,"n. 加法, 增加的人(或物) / [计] 加法",s:additions,"additional,additions",4,2048,gk cet4 cet6 ky ielts gre
additional,ә'diʃәnәl,"a. 附加的, 另外的, 额外的 / [机] 加添的, 附加的",,"additionality,additionally",,1319,cet4 cet6 ky toefl ielts
additionally,,"adv. 另外, 此外",,,1,5948,
additive,'æditiv,"a. 添加的, 附加的, 加法的, 累积的 / n. 添加物",s:additives,"additively,additives,additivity",1,14762,toefl gre
